3.050000000000000000e+02,3.050000000000000000e+02,9.600000000000000000e+01,8.300000000000000000e+01,3.874630939427411658e+00
4.090000000000000000e+02,4.220000000000000000e+02,7.300000000000000000e+01,5.900000000000000000e+01,5.532693728822025037e+00
3.530000000000000000e+02,3.510000000000000000e+02,8.700000000000000000e+01,5.200000000000000000e+01,4.764748857944519855e+00
3.050000000000000000e+02,3.050000000000000000e+02,6.700000000000000000e+01,5.500000000000000000e+01,2.495820830351891395e+00
4.310000000000000000e+02,4.170000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01,3.769911184307751739e+00
3.530000000000000000e+02,3.600000000000000000e+02,9.700000000000000000e+01,8.000000000000000000e+01,4.415683007545653460e+00
3.050000000000000000e+02,3.050000000000000000e+02,6.800000000000000000e+01,4.600000000000000000e+01,5.340707511102648297e+00
4.240000000000000000e+02,4.660000000000000000e+02,8.800000000000000000e+01,7.400000000000000000e+01,1.518436449235066599e+00
3.730000000000000000e+02,3.850000000000000000e+02,8.200000000000000000e+01,4.600000000000000000e+01,5.305800926062762102e+00
3.050000000000000000e+02,3.050000000000000000e+02,7.700000000000000000e+01,5.600000000000000000e+01,5.497787143782137953e+00
4.340000000000000000e+02,4.270000000000000000e+02,8.800000000000000000e+01,6.600000000000000000e+01,4.084070449666731051e+00
3.770000000000000000e+02,3.520000000000000000e+02,9.300000000000000000e+01,6.900000000000000000e+01,6.195918844579869855e+00
3.050000000000000000e+02,3.050000000000000000e+02,8.600000000000000000e+01,7.200000000000000000e+01,5.358160803622591395e+00
4.460000000000000000e+02,4.530000000000000000e+02,6.000000000000000000e+01,5.900000000000000000e+01,2.251474735072684918e+00
3.810000000000000000e+02,3.770000000000000000e+02,9.500000000000000000e+01,9.100000000000000000e+01,4.171336912266447428e+00
3.050000000000000000e+02,3.050000000000000000e+02,8.100000000000000000e+01,4.700000000000000000e+01,4.956735075663895707e+00
4.360000000000000000e+02,4.390000000000000000e+02,9.500000000000000000e+01,5.100000000000000000e+01,3.054326190990076739e+00
3.820000000000000000e+02,3.670000000000000000e+02,6.500000000000000000e+01,5.300000000000000000e+01,1.413716694115406902e+00
3.050000000000000000e+02,3.050000000000000000e+02,6.900000000000000000e+01,5.800000000000000000e+01,5.427973973702364674e+00
4.310000000000000000e+02,4.090000000000000000e+02,9.400000000000000000e+01,5.300000000000000000e+01,4.886921905584122428e+00
3.840000000000000000e+02,3.530000000000000000e+02,9.700000000000000000e+01,7.000000000000000000e+01,3.246312408709453035e+00
3.050000000000000000e+02,3.050000000000000000e+02,9.100000000000000000e+01,5.100000000000000000e+01,3.368485456349056051e+00
4.610000000000000000e+02,4.440000000000000000e+02,8.800000000000000000e+01,5.200000000000000000e+01,2.268928027592628516e-01
3.770000000000000000e+02,3.740000000000000000e+02,9.100000000000000000e+01,7.900000000000000000e+01,4.904375198104066413e+00
3.050000000000000000e+02,3.050000000000000000e+02,8.400000000000000000e+01,4.800000000000000000e+01,2.809980095710870707e+00
4.220000000000000000e+02,4.180000000000000000e+02,5.000000000000000000e+01,4.600000000000000000e+01,1.378810109075520263e+00
3.670000000000000000e+02,3.720000000000000000e+02,9.800000000000000000e+01,8.600000000000000000e+01,2.897246558310587083e+00
3.050000000000000000e+02,3.050000000000000000e+02,8.800000000000000000e+01,7.000000000000000000e+01,3.211405823669566395e+00
4.380000000000000000e+02,4.240000000000000000e+02,7.800000000000000000e+01,5.400000000000000000e+01,1.570796326794896558e+00
3.820000000000000000e+02,3.640000000000000000e+02,8.000000000000000000e+01,5.800000000000000000e+01,3.735004599267865100e+00
3.050000000000000000e+02,3.050000000000000000e+02,6.700000000000000000e+01,5.800000000000000000e+01,6.178465552059926758e+00
4.420000000000000000e+02,4.690000000000000000e+02,8.400000000000000000e+01,6.500000000000000000e+01,8.726646259971647668e-01
3.710000000000000000e+02,3.880000000000000000e+02,8.900000000000000000e+01,6.000000000000000000e+01,4.118977034706618134e+00
3.050000000000000000e+02,3.050000000000000000e+02,7.000000000000000000e+01,6.800000000000000000e+01,2.932153143350473723e+00
4.090000000000000000e+02,4.190000000000000000e+02,8.900000000000000000e+01,6.900000000000000000e+01,1.169370598836200870e+00
3.510000000000000000e+02,3.740000000000000000e+02,8.500000000000000000e+01,7.300000000000000000e+01,5.166174585903215544e+00
3.050000000000000000e+02,3.050000000000000000e+02,6.800000000000000000e+01,4.500000000000000000e+01,3.961897402027128035e+00
4.180000000000000000e+02,4.580000000000000000e+02,8.800000000000000000e+01,5.200000000000000000e+01,5.654866776461627609e+00
3.640000000000000000e+02,3.820000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01,3.857177646907468116e+00
3.050000000000000000e+02,3.050000000000000000e+02,7.900000000000000000e+01,7.900000000000000000e+01,3.700098014227978460e+00
4.220000000000000000e+02,4.060000000000000000e+02,7.700000000000000000e+01,4.900000000000000000e+01,5.253441048502931920e+00
